mutation_id	sample_id	cluster_id	cellular_prevalence	cellular_prevalence_std	cluster_assignment_prob
b'11:117785137'	b'A25'	2	0.6849	0.0125	0.9259
b'11:118984667'	b'A25'	2	0.6849	0.0125	0.7160
b'11:120319865'	b'A25'	2	0.6849	0.0125	0.6097
b'11:1220666'	b'A25'	2	0.6849	0.0125	0.6525
b'11:124121212'	b'A25'	2	0.6849	0.0125	0.7118
b'11:18762157'	b'A25'	2	0.6849	0.0125	0.7383
b'11:35302536'	b'A25'	2	0.6849	0.0125	0.5674
b'11:36523019'	b'A25'	2	0.6849	0.0125	0.5852
b'11:4881463'	b'A25'	2	0.6849	0.0125	0.7676
b'11:49974489'	b'A25'	2	0.6849	0.0125	0.9206
b'11:56185719'	b'A25'	2	0.6849	0.0125	0.7759
b'11:60105318'	b'A25'	2	0.6849	0.0125	0.8431
b'11:64418820'	b'A25'	2	0.6849	0.0125	0.6250
b'11:64577088'	b'A25'	2	0.6849	0.0125	0.7288
b'11:6479090'	b'A25'	2	0.6849	0.0125	0.7548
b'12:101333193'	b'A25'	2	0.6849	0.0125	0.4886
b'12:104391346'	b'A25'	2	0.6849	0.0125	0.7988
b'12:109948172'	b'A25'	2	0.6849	0.0125	0.7582
b'12:110788164'	b'A25'	2	0.6849	0.0125	0.7354
b'12:119419762'	b'A25'	2	0.6849	0.0125	0.6525
b'12:120636315'	b'A25'	2	0.6849	0.0125	0.6244
b'12:124408347'	b'A25'	2	0.6849	0.0125	0.6926
b'12:40930656'	b'A25'	2	0.6849	0.0125	0.6926
b'12:41303730'	b'A25'	2	0.6849	0.0125	0.6808
b'12:49444328'	b'A25'	2	0.6849	0.0125	0.7606
b'12:53469579'	b'A25'	2	0.6849	0.0125	0.7104
b'12:53865387'	b'A25'	2	0.6849	0.0125	0.7026
b'12:70065261'	b'A25'	2	0.6849	0.0125	0.7828
b'12:71972514'	b'A25'	2	0.6849	0.0125	0.7603
b'12:77421686'	b'A25'	2	0.6849	0.0125	0.7548
b'12:86275999'	b'A25'	2	0.6849	0.0125	0.7173
b'12:95507475'	b'A25'	2	0.6849	0.0125	0.6403
b'14:20586037'	b'A25'	2	0.6849	0.0125	0.8848
b'14:21238676'	b'A25'	2	0.6849	0.0125	0.5110
b'14:21387883'	b'A25'	2	0.6849	0.0125	0.8634
b'14:22520972'	b'A25'	2	0.6849	0.0125	0.7780
b'14:42368126'	b'A25'	2	0.6849	0.0125	0.8517
b'14:50734497'	b'A25'	2	0.6849	0.0125	0.7828
b'14:68248192'	b'A25'	2	0.6849	0.0125	0.7988
b'14:70634411'	b'A25'	2	0.6849	0.0125	0.7988
b'14:74961092'	b'A25'	2	0.6849	0.0125	0.5214
b'14:75022223'	b'A25'	2	0.6849	0.0125	0.6677
b'14:80672664'	b'A25'	2	0.6849	0.0125	0.6226
b'14:94395509'	b'A25'	2	0.6849	0.0125	0.6384
b'15:25485136'	b'A25'	2	0.6849	0.0125	0.7916
b'15:25924959'	b'A25'	2	0.6849	0.0125	0.8660
b'15:27890374'	b'A25'	2	0.6849	0.0125	0.6605
b'15:28377426'	b'A25'	2	0.6849	0.0125	0.5753
b'15:42529815'	b'A25'	2	0.6849	0.0125	0.7383
b'15:43527163'	b'A25'	2	0.6849	0.0125	0.5420
b'15:43766824'	b'A25'	2	0.6849	0.0125	0.6608
b'15:56152975'	b'A25'	2	0.6849	0.0125	0.7828
b'15:57734668'	b'A25'	2	0.6849	0.0125	0.7606
b'15:68065017'	b'A25'	2	0.6849	0.0125	0.7368
b'15:68118999'	b'A25'	2	0.6849	0.0125	0.7090
b'15:75893542'	b'A25'	2	0.6849	0.0125	0.6808
b'15:80450420'	b'A25'	2	0.6849	0.0125	0.7577
b'15:88428937'	b'A25'	2	0.6849	0.0125	0.6608
b'15:93015487'	b'A25'	2	0.6849	0.0125	0.8446
b'15:99740178'	b'A25'	2	0.6849	0.0125	0.8179
b'16:10631909'	b'A25'	2	0.6849	0.0125	0.5028
b'16:167288'	b'A25'	2	0.6849	0.0125	0.5936
b'16:46598217'	b'A25'	2	0.6849	0.0125	0.5881
b'16:48158230'	b'A25'	2	0.6849	0.0125	0.5338
b'16:53532502'	b'A25'	2	0.6849	0.0125	0.6075
b'16:56703905'	b'A25'	2	0.6849	0.0125	0.5461
b'16:69988362'	b'A25'	2	0.6849	0.0125	0.5936
b'16:84035377'	b'A25'	2	0.6849	0.0125	0.6250
b'16:84779180'	b'A25'	2	0.6849	0.0125	0.7902
b'16:9923411'	b'A25'	2	0.6849	0.0125	0.5420
b'17:16329432'	b'A25'	2	0.6849	0.0125	0.7222
b'17:26970000'	b'A25'	2	0.6849	0.0125	0.8323
b'17:33592240'	b'A25'	2	0.6849	0.0125	0.8270
b'17:35609958'	b'A25'	2	0.6849	0.0125	0.6605
b'17:35656355'	b'A25'	2	0.6849	0.0125	0.6808
b'17:38318043'	b'A25'	2	0.6849	0.0125	0.5028
b'17:39553161'	b'A25'	2	0.6849	0.0125	0.7780
b'17:42982255'	b'A25'	2	0.6849	0.0125	0.7780
b'17:46259851'	b'A25'	2	0.6849	0.0125	0.8179
b'17:53068217'	b'A25'	2	0.6849	0.0125	0.7679
b'17:62049540'	b'A25'	2	0.6849	0.0125	0.7759
b'17:62923751'	b'A25'	2	0.6849	0.0125	0.7715
b'17:63206780'	b'A25'	2	0.6849	0.0125	0.7916
b'17:71192838'	b'A25'	2	0.6849	0.0125	0.7811
b'17:7577098'	b'A25'	2	0.6849	0.0125	0.7288
b'17:78327407'	b'A25'	2	0.6849	0.0125	0.7288
b'17:79852288'	b'A25'	2	0.6849	0.0125	0.7727
b'17:80367374'	b'A25'	2	0.6849	0.0125	0.7368
b'17:80684960'	b'A25'	2	0.6849	0.0125	0.6113
b'18:12115483'	b'A25'	2	0.6849	0.0125	0.8469
b'18:12125813'	b'A25'	2	0.6849	0.0125	0.8594
b'18:30257237'	b'A25'	2	0.6849	0.0125	0.5851
b'18:44559638'	b'A25'	2	0.6849	0.0125	0.6269
b'18:54270204'	b'A25'	2	0.6849	0.0125	0.7104
b'19:11408834'	b'A25'	2	0.6849	0.0125	0.7628
b'19:11892522'	b'A25'	2	0.6849	0.0125	0.7764
b'19:17452334'	b'A25'	2	0.6849	0.0125	0.6403
b'19:17749867'	b'A25'	2	0.6849	0.0125	0.7383
b'19:19605193'	b'A25'	2	0.6849	0.0125	0.7073
b'19:2989074'	b'A25'	2	0.6849	0.0125	0.6962
b'19:35978418'	b'A25'	2	0.6849	0.0125	0.8066
b'19:36832481'	b'A25'	2	0.6849	0.0125	0.6693
b'19:38948965'	b'A25'	2	0.6849	0.0125	0.6677
b'19:39905684'	b'A25'	2	0.6849	0.0125	0.6403
b'19:42219640'	b'A25'	2	0.6849	0.0125	0.7073
b'19:46326074'	b'A25'	2	0.6849	0.0125	0.7090
b'19:48342870'	b'A25'	2	0.6849	0.0125	0.7099
b'19:49253515'	b'A25'	2	0.6849	0.0125	0.7385
b'19:49529054'	b'A25'	2	0.6849	0.0125	0.7727
b'19:51323229'	b'A25'	2	0.6849	0.0125	0.7142
b'19:53612028'	b'A25'	2	0.6849	0.0125	0.5721
b'19:54301589'	b'A25'	2	0.6849	0.0125	0.7288
b'19:55179368'	b'A25'	2	0.6849	0.0125	0.7418
b'19:56482035'	b'A25'	2	0.6849	0.0125	0.7347
b'19:57640295'	b'A25'	2	0.6849	0.0125	0.7519
b'19:6475421'	b'A25'	2	0.6849	0.0125	0.7258
b'19:9011068'	b'A25'	2	0.6849	0.0125	0.8789
b'19:9868280'	b'A25'	2	0.6849	0.0125	0.7679
b'1:11009799'	b'A25'	2	0.6849	0.0125	0.6311
b'1:116280940'	b'A25'	2	0.6849	0.0125	0.7214
b'1:151733923'	b'A25'	2	0.6849	0.0125	0.7998
b'1:155218241'	b'A25'	2	0.6849	0.0125	0.8099
b'1:156386638'	b'A25'	2	0.6849	0.0125	0.5357
b'1:158261955'	b'A25'	2	0.6849	0.0125	0.6792
b'1:159038445'	b'A25'	2	0.6849	0.0125	0.7791
b'1:17257936'	b'A25'	2	0.6849	0.0125	0.7603
b'1:175323561'	b'A25'	2	0.6849	0.0125	0.7454
b'1:17661101'	b'A25'	2	0.6849	0.0125	0.7026
b'1:17685805'	b'A25'	2	0.6849	0.0125	0.6520
b'1:176912960'	b'A25'	2	0.6849	0.0125	0.5080
b'1:181701945'	b'A25'	2	0.6849	0.0125	0.7916
b'1:183093940'	b'A25'	2	0.6849	0.0125	0.7251
b'1:192990286'	b'A25'	2	0.6849	0.0125	0.7258
b'1:19431519'	b'A25'	2	0.6849	0.0125	0.8660
b'1:19465592'	b'A25'	2	0.6849	0.0125	0.8387
b'1:19483428'	b'A25'	2	0.6849	0.0125	0.7104
b'1:203020971'	b'A25'	2	0.6849	0.0125	0.6926
b'1:21137376'	b'A25'	2	0.6849	0.0125	0.5110
b'1:22155952'	b'A25'	2	0.6849	0.0125	0.7603
b'1:228492978'	b'A25'	2	0.6849	0.0125	0.6874
b'1:228521304'	b'A25'	2	0.6849	0.0125	0.7902
b'1:233514916'	b'A25'	2	0.6849	0.0125	0.7251
b'1:26371607'	b'A25'	2	0.6849	0.0125	0.5570
b'1:26385065'	b'A25'	2	0.6849	0.0125	0.5473
b'1:39463862'	b'A25'	2	0.6849	0.0125	0.7804
b'1:43675780'	b'A25'	2	0.6849	0.0125	0.5456
b'1:44415359'	b'A25'	2	0.6849	0.0125	0.7952
b'1:54477955'	b'A25'	2	0.6849	0.0125	0.6249
b'1:78184328'	b'A25'	2	0.6849	0.0125	0.5936
b'1:94486992'	b'A25'	2	0.6849	0.0125	0.4528
b'1:94546034'	b'A25'	2	0.6849	0.0125	0.7073
b'1:98187039'	b'A25'	2	0.6849	0.0125	0.7347
b'20:23064901'	b'A25'	2	0.6849	0.0125	0.8365
b'20:24995830'	b'A25'	2	0.6849	0.0125	0.7410
b'20:26063536'	b'A25'	2	0.6849	0.0125	0.6097
b'20:31814650'	b'A25'	2	0.6849	0.0125	0.7739
b'20:32878275'	b'A25'	2	0.6849	0.0125	0.7853
b'20:33981943'	b'A25'	2	0.6849	0.0125	0.8284
b'20:36641105'	b'A25'	2	0.6849	0.0125	0.7629
b'20:42635215'	b'A25'	2	0.6849	0.0125	0.5901
b'20:43047084'	b'A25'	2	0.6849	0.0125	0.5886
b'20:44439605'	b'A25'	2	0.6849	0.0125	0.8741
b'20:47262485'	b'A25'	2	0.6849	0.0125	0.7418
b'20:55072575'	b'A25'	2	0.6849	0.0125	0.6967
b'20:60737921'	b'A25'	2	0.6849	0.0125	0.5610
b'20:61449993'	b'A25'	2	0.6849	0.0125	0.5753
b'20:9416364'	b'A25'	2	0.6849	0.0125	0.6311
b'21:41668046'	b'A25'	2	0.6849	0.0125	0.7828
b'21:44524502'	b'A25'	2	0.6849	0.0125	0.7090
b'22:23779709'	b'A25'	2	0.6849	0.0125	0.7383
b'22:26343890'	b'A25'	2	0.6849	0.0125	0.7600
b'22:31533752'	b'A25'	2	0.6849	0.0125	0.8277
b'22:36745266'	b'A25'	2	0.6849	0.0125	0.7916
b'22:41980351'	b'A25'	2	0.6849	0.0125	0.5456
b'2:113500016'	b'A25'	2	0.6849	0.0125	0.6613
b'2:128370123'	b'A25'	2	0.6849	0.0125	0.6605
b'2:128631779'	b'A25'	2	0.6849	0.0125	0.7727
b'2:130956008'	b'A25'	2	0.6849	0.0125	0.5911
b'2:136519468'	b'A25'	2	0.6849	0.0125	0.6693
b'2:145187553'	b'A25'	2	0.6849	0.0125	0.6219
b'2:149803423'	b'A25'	2	0.6849	0.0125	0.5005
b'2:158114856'	b'A25'	2	0.6849	0.0125	0.7548
b'2:175260576'	b'A25'	2	0.6849	0.0125	0.6525
b'2:179247783'	b'A25'	2	0.6849	0.0125	0.7759
b'2:179444546'	b'A25'	2	0.6849	0.0125	0.8450
b'2:1893095'	b'A25'	2	0.6849	0.0125	0.6199
b'2:189852900'	b'A25'	2	0.6849	0.0125	0.7385
b'2:196825114'	b'A25'	2	0.6849	0.0125	0.6626
b'2:20146256'	b'A25'	2	0.6849	0.0125	0.7780
b'2:203757378'	b'A25'	2	0.6849	0.0125	0.6199
b'2:210558297'	b'A25'	2	0.6849	0.0125	0.7962
b'2:225651930'	b'A25'	2	0.6849	0.0125	0.7603
b'2:228860266'	b'A25'	2	0.6849	0.0125	0.8155
b'2:234346089'	b'A25'	2	0.6849	0.0125	0.6196
b'2:238330373'	b'A25'	2	0.6849	0.0125	0.6915
b'2:241512537'	b'A25'	2	0.6849	0.0125	0.6915
b'2:25095578'	b'A25'	2	0.6849	0.0125	0.7998
b'2:27597941'	b'A25'	2	0.6849	0.0125	0.5453
b'2:31403842'	b'A25'	2	0.6849	0.0125	0.6550
b'2:46583440'	b'A25'	2	0.6849	0.0125	0.5881
b'2:47739556'	b'A25'	2	0.6849	0.0125	0.7173
b'2:48960170'	b'A25'	2	0.6849	0.0125	0.7145
b'2:61315335'	b'A25'	2	0.6849	0.0125	0.6693
b'2:73491614'	b'A25'	2	0.6849	0.0125	0.6384
b'2:74601375'	b'A25'	2	0.6849	0.0125	0.4995
b'2:88407883'	b'A25'	2	0.6849	0.0125	0.4999
b'3:111692600'	b'A25'	2	0.6849	0.0125	0.8088
b'3:111927158'	b'A25'	2	0.6849	0.0125	0.6896
b'3:112324369'	b'A25'	2	0.6849	0.0125	0.5231
b'3:128780685'	b'A25'	2	0.6849	0.0125	0.5777
b'3:12950069'	b'A25'	2	0.6849	0.0125	0.7099
b'3:12961899'	b'A25'	2	0.6849	0.0125	0.6626
b'3:137880893'	b'A25'	2	0.6849	0.0125	0.6677
b'3:143708430'	b'A25'	2	0.6849	0.0125	0.7192
b'3:154890405'	b'A25'	2	0.6849	0.0125	0.7968
b'3:160021606'	b'A25'	2	0.6849	0.0125	0.7026
b'3:172835213'	b'A25'	2	0.6849	0.0125	0.8538
b'3:17418107'	b'A25'	2	0.6849	0.0125	0.8308
b'3:185407290'	b'A25'	2	0.6849	0.0125	0.7785
b'3:193044878'	b'A25'	2	0.6849	0.0125	0.7383
b'3:193159292'	b'A25'	2	0.6849	0.0125	0.5214
b'3:195345966'	b'A25'	2	0.6849	0.0125	0.5158
b'3:197495324'	b'A25'	2	0.6849	0.0125	0.6550
b'3:30713399'	b'A25'	2	0.6849	0.0125	0.8308
b'3:37860516'	b'A25'	2	0.6849	0.0125	0.7288
b'3:44285101'	b'A25'	2	0.6849	0.0125	0.8652
b'3:44844392'	b'A25'	2	0.6849	0.0125	0.7804
b'3:45000019'	b'A25'	2	0.6849	0.0125	0.5338
b'3:47079160'	b'A25'	2	0.6849	0.0125	0.5674
b'3:48576037'	b'A25'	2	0.6849	0.0125	0.5338
b'3:50214232'	b'A25'	2	0.6849	0.0125	0.8546
b'3:51393872'	b'A25'	2	0.6849	0.0125	0.7251
b'3:51395504'	b'A25'	2	0.6849	0.0125	0.5006
b'3:62189649'	b'A25'	2	0.6849	0.0125	0.4995
b'3:63825377'	b'A25'	2	0.6849	0.0125	0.6384
b'3:7348161'	b'A25'	2	0.6849	0.0125	0.6885
b'3:9704130'	b'A25'	2	0.6849	0.0125	0.7503
b'4:104512751'	b'A25'	2	0.6849	0.0125	0.6962
b'4:146770460'	b'A25'	2	0.6849	0.0125	0.7142
b'4:151765842'	b'A25'	2	0.6849	0.0125	0.6792
b'4:153864353'	b'A25'	2	0.6849	0.0125	0.6635
b'4:155156296'	b'A25'	2	0.6849	0.0125	0.7395
b'4:16188143'	b'A25'	2	0.6849	0.0125	0.7410
b'4:174537633'	b'A25'	2	0.6849	0.0125	0.8065
b'4:176622755'	b'A25'	2	0.6849	0.0125	0.6082
b'4:17695119'	b'A25'	2	0.6849	0.0125	0.7173
b'4:183675984'	b'A25'	2	0.6849	0.0125	0.8303
b'4:183676061'	b'A25'	2	0.6849	0.0125	0.9363
b'4:38829546'	b'A25'	2	0.6849	0.0125	0.8127
b'4:40155871'	b'A25'	2	0.6849	0.0125	0.7582
b'4:40828011'	b'A25'	2	0.6849	0.0125	0.8168
b'4:69682451'	b'A25'	2	0.6849	0.0125	0.8245
b'4:74477437'	b'A25'	2	0.6849	0.0125	0.8881
b'4:79516513'	b'A25'	2	0.6849	0.0125	0.8387
b'5:1394130'	b'A25'	2	0.6849	0.0125	0.7582
b'5:1406383'	b'A25'	2	0.6849	0.0125	0.7519
b'5:168195283'	b'A25'	2	0.6849	0.0125	0.6520
b'5:169720325'	b'A25'	2	0.6849	0.0125	0.8421
b'5:38431228'	b'A25'	2	0.6849	0.0125	0.7576
b'5:45645531'	b'A25'	2	0.6849	0.0125	0.7804
b'5:74059510'	b'A25'	2	0.6849	0.0125	0.4870
b'5:7707931'	b'A25'	2	0.6849	0.0125	0.7628
b'5:90074429'	b'A25'	2	0.6849	0.0125	0.6919
b'6:102503244'	b'A25'	2	0.6849	0.0125	0.7727
b'6:111213375'	b'A25'	2	0.6849	0.0125	0.8572
b'6:121491532'	b'A25'	2	0.6849	0.0125	0.6677
b'6:131997885'	b'A25'	2	0.6849	0.0125	0.7258
b'6:136710698'	b'A25'	2	0.6849	0.0125	0.7952
b'6:136923060'	b'A25'	2	0.6849	0.0125	0.7916
b'6:147128614'	b'A25'	2	0.6849	0.0125	0.7173
b'6:150267682'	b'A25'	2	0.6849	0.0125	0.8769
b'6:152784652'	b'A25'	2	0.6849	0.0125	0.7073
b'6:24403234'	b'A25'	2	0.6849	0.0125	0.6635
b'6:33154428'	b'A25'	2	0.6849	0.0125	0.6919
b'6:35280221'	b'A25'	2	0.6849	0.0125	0.7410
b'6:37446888'	b'A25'	2	0.6849	0.0125	0.5378
b'6:38790755'	b'A25'	2	0.6849	0.0125	0.7258
b'6:43400020'	b'A25'	2	0.6849	0.0125	0.8446
b'6:44134406'	b'A25'	2	0.6849	0.0125	0.5936
b'6:47575715'	b'A25'	2	0.6849	0.0125	0.8277
b'6:49399587'	b'A25'	2	0.6849	0.0125	0.7759
b'6:50696613'	b'A25'	2	0.6849	0.0125	0.7084
b'6:55119996'	b'A25'	2	0.6849	0.0125	0.8387
b'6:55966221'	b'A25'	2	0.6849	0.0125	0.5214
b'6:56033032'	b'A25'	2	0.6849	0.0125	0.7410
b'6:6167727'	b'A25'	2	0.6849	0.0125	0.8546
b'6:74496960'	b'A25'	2	0.6849	0.0125	0.6403
b'6:75828730'	b'A25'	2	0.6849	0.0125	0.8245
b'6:86239954'	b'A25'	2	0.6849	0.0125	0.6962
b'6:90583409'	b'A25'	2	0.6849	0.0125	0.6403
b'6:90604799'	b'A25'	2	0.6849	0.0125	0.8412
b'7:106508836'	b'A25'	2	0.6849	0.0125	0.5881
b'7:12684336'	b'A25'	2	0.6849	0.0125	0.8071
b'7:128452224'	b'A25'	2	0.6849	0.0125	0.5570
b'7:140273812'	b'A25'	2	0.6849	0.0125	0.7368
b'7:141727503'	b'A25'	2	0.6849	0.0125	0.6550
b'7:146818150'	b'A25'	2	0.6849	0.0125	0.8538
b'7:155436223'	b'A25'	2	0.6849	0.0125	0.7491
b'7:20194046'	b'A25'	2	0.6849	0.0125	0.5080
b'7:20420319'	b'A25'	2	0.6849	0.0125	0.7576
b'7:23731042'	b'A25'	2	0.6849	0.0125	0.7988
b'7:31877532'	b'A25'	2	0.6849	0.0125	0.7811
b'7:92735029'	b'A25'	2	0.6849	0.0125	0.8590
b'7:96637014'	b'A25'	2	0.6849	0.0125	0.7171
b'8:102570875'	b'A25'	2	0.6849	0.0125	0.8152
b'8:119936652'	b'A25'	2	0.6849	0.0125	0.4874
b'8:141370294'	b'A25'	2	0.6849	0.0125	0.7173
b'8:144460871'	b'A25'	2	0.6849	0.0125	0.5777
b'8:24333440'	b'A25'	2	0.6849	0.0125	0.8413
b'8:41581055'	b'A25'	2	0.6849	0.0125	0.7902
b'8:54669155'	b'A25'	2	0.6849	0.0125	0.7354
b'8:62577826'	b'A25'	2	0.6849	0.0125	0.7395
b'8:69039671'	b'A25'	2	0.6849	0.0125	0.6926
b'8:92033686'	b'A25'	2	0.6849	0.0125	0.7258
b'9:115014995'	b'A25'	2	0.6849	0.0125	0.7385
b'9:116187245'	b'A25'	2	0.6849	0.0125	0.7576
b'9:126164193'	b'A25'	2	0.6849	0.0125	0.7173
b'9:127228642'	b'A25'	2	0.6849	0.0125	0.6885
b'9:128434659'	b'A25'	2	0.6849	0.0125	0.7410
b'9:131185167'	b'A25'	2	0.6849	0.0125	0.7952
b'9:135983436'	b'A25'	2	0.6849	0.0125	0.8130
b'9:138415735'	b'A25'	2	0.6849	0.0125	0.6886
b'9:14690271'	b'A25'	2	0.6849	0.0125	0.7090
b'9:14859415'	b'A25'	2	0.6849	0.0125	0.7491
b'9:19516249'	b'A25'	2	0.6849	0.0125	0.7549
b'9:20354939'	b'A25'	2	0.6849	0.0125	0.7354
b'9:33068902'	b'A25'	2	0.6849	0.0125	0.7145
b'9:33524633'	b'A25'	2	0.6849	0.0125	0.5777
b'9:37719159'	b'A25'	2	0.6849	0.0125	0.6808
b'9:79323586'	b'A25'	2	0.6849	0.0125	0.8270
b'9:84249145'	b'A25'	2	0.6849	0.0125	0.6874
b'9:92006338'	b'A25'	2	0.6849	0.0125	0.8232
b'X:19431516'	b'A25'	2	0.6849	0.0125	0.6605
b'X:20156759'	b'A25'	2	0.6849	0.0125	0.4870
b'X:69176910'	b'A25'	2	0.6849	0.0125	0.4736
b'11:57971203'	b'A25'	3	0.1721	0.0263	0.9896
b'11:62295157'	b'A25'	3	0.1721	0.0263	0.8444
b'14:107283209'	b'A25'	3	0.1721	0.0263	0.9059
b'19:34513725'	b'A25'	3	0.1721	0.0263	0.6826
b'3:195346462'	b'A25'	3	0.1721	0.0263	0.6832
b'9:33799194'	b'A25'	3	0.1721	0.0263	0.9990
b'9:66457381'	b'A25'	3	0.1721	0.0263	0.9783
