mutation_id	sample_id	cluster_id	cellular_prevalence	cellular_prevalence_std	cluster_assignment_prob
b'18:44559638'	b'A25'	0	0.6857	0.0127	0.5986
b'18:54270204'	b'A25'	0	0.6857	0.0127	0.6815
b'19:11408834'	b'A25'	0	0.6857	0.0127	0.7365
b'19:11892522'	b'A25'	0	0.6857	0.0127	0.7514
b'19:17452334'	b'A25'	0	0.6857	0.0127	0.6172
b'19:17749867'	b'A25'	0	0.6857	0.0127	0.7117
b'19:19605193'	b'A25'	0	0.6857	0.0127	0.6825
b'19:2989074'	b'A25'	0	0.6857	0.0127	0.6685
b'19:35978418'	b'A25'	0	0.6857	0.0127	0.7817
b'19:36832481'	b'A25'	0	0.6857	0.0127	0.6455
b'19:38948965'	b'A25'	0	0.6857	0.0127	0.6443
b'19:39905684'	b'A25'	0	0.6857	0.0127	0.6172
b'19:42219640'	b'A25'	0	0.6857	0.0127	0.6825
b'19:46326074'	b'A25'	0	0.6857	0.0127	0.6819
b'19:48342870'	b'A25'	0	0.6857	0.0127	0.6856
b'19:49253515'	b'A25'	0	0.6857	0.0127	0.7128
b'19:49529054'	b'A25'	0	0.6857	0.0127	0.7452
b'19:51323229'	b'A25'	0	0.6857	0.0127	0.6880
b'19:53612028'	b'A25'	0	0.6857	0.0127	0.5345
b'19:54301589'	b'A25'	0	0.6857	0.0127	0.7018
b'19:55179368'	b'A25'	0	0.6857	0.0127	0.7110
b'19:56482035'	b'A25'	0	0.6857	0.0127	0.7101
b'19:57640295'	b'A25'	0	0.6857	0.0127	0.7245
b'19:6475421'	b'A25'	0	0.6857	0.0127	0.6972
b'19:9011068'	b'A25'	0	0.6857	0.0127	0.8540
b'19:9868280'	b'A25'	0	0.6857	0.0127	0.7428
b'1:11009799'	b'A25'	0	0.6857	0.0127	0.6077
b'1:116280940'	b'A25'	0	0.6857	0.0127	0.6970
b'1:151733923'	b'A25'	0	0.6857	0.0127	0.7739
b'1:155218241'	b'A25'	0	0.6857	0.0127	0.7844
b'1:156386638'	b'A25'	0	0.6857	0.0127	0.5054
b'1:158261955'	b'A25'	0	0.6857	0.0127	0.6555
b'1:159038445'	b'A25'	0	0.6857	0.0127	0.7485
b'1:17257936'	b'A25'	0	0.6857	0.0127	0.7334
b'1:175323561'	b'A25'	0	0.6857	0.0127	0.7208
b'1:17661101'	b'A25'	0	0.6857	0.0127	0.6762
b'1:17685805'	b'A25'	0	0.6857	0.0127	0.6245
b'1:176912960'	b'A25'	0	0.6857	0.0127	0.4892
b'1:181701945'	b'A25'	0	0.6857	0.0127	0.7640
b'1:183093940'	b'A25'	0	0.6857	0.0127	0.7003
b'1:192990286'	b'A25'	0	0.6857	0.0127	0.6972
b'1:19431519'	b'A25'	0	0.6857	0.0127	0.8394
b'1:19465592'	b'A25'	0	0.6857	0.0127	0.8117
b'1:19483428'	b'A25'	0	0.6857	0.0127	0.6815
b'1:203020971'	b'A25'	0	0.6857	0.0127	0.6624
b'1:21137376'	b'A25'	0	0.6857	0.0127	0.4917
b'1:22155952'	b'A25'	0	0.6857	0.0127	0.7334
b'1:228492978'	b'A25'	0	0.6857	0.0127	0.6319
b'1:228521304'	b'A25'	0	0.6857	0.0127	0.7604
b'1:233514916'	b'A25'	0	0.6857	0.0127	0.7003
b'1:26371607'	b'A25'	0	0.6857	0.0127	0.5364
b'1:26385065'	b'A25'	0	0.6857	0.0127	0.5196
b'1:39463862'	b'A25'	0	0.6857	0.0127	0.7534
b'1:43675780'	b'A25'	0	0.6857	0.0127	0.5256
b'1:44415359'	b'A25'	0	0.6857	0.0127	0.7698
b'1:54477955'	b'A25'	0	0.6857	0.0127	0.5880
b'1:78184328'	b'A25'	0	0.6857	0.0127	0.5720
b'1:94546034'	b'A25'	0	0.6857	0.0127	0.6825
b'1:98187039'	b'A25'	0	0.6857	0.0127	0.7101
b'20:23064901'	b'A25'	0	0.6857	0.0127	0.8073
b'20:24995830'	b'A25'	0	0.6857	0.0127	0.7148
b'20:26063536'	b'A25'	0	0.6857	0.0127	0.5874
b'20:31814650'	b'A25'	0	0.6857	0.0127	0.7389
b'20:32878275'	b'A25'	0	0.6857	0.0127	0.7592
b'20:33981943'	b'A25'	0	0.6857	0.0127	0.8005
b'20:36641105'	b'A25'	0	0.6857	0.0127	0.7305
b'20:42635215'	b'A25'	0	0.6857	0.0127	0.5684
b'20:43047084'	b'A25'	0	0.6857	0.0127	0.5611
b'20:44439605'	b'A25'	0	0.6857	0.0127	0.8485
b'20:47262485'	b'A25'	0	0.6857	0.0127	0.7110
b'20:55072575'	b'A25'	0	0.6857	0.0127	0.6724
b'20:60737921'	b'A25'	0	0.6857	0.0127	0.5404
b'20:61449993'	b'A25'	0	0.6857	0.0127	0.5543
b'20:9416364'	b'A25'	0	0.6857	0.0127	0.6077
b'21:41668046'	b'A25'	0	0.6857	0.0127	0.7564
b'21:44524502'	b'A25'	0	0.6857	0.0127	0.6819
b'22:23779709'	b'A25'	0	0.6857	0.0127	0.7117
b'22:26343890'	b'A25'	0	0.6857	0.0127	0.7264
b'22:31533752'	b'A25'	0	0.6857	0.0127	0.7975
b'22:36745266'	b'A25'	0	0.6857	0.0127	0.7640
b'22:41980351'	b'A25'	0	0.6857	0.0127	0.5256
b'2:113500016'	b'A25'	0	0.6857	0.0127	0.6380
b'2:128370123'	b'A25'	0	0.6857	0.0127	0.6316
b'2:128631779'	b'A25'	0	0.6857	0.0127	0.7452
b'2:130956008'	b'A25'	0	0.6857	0.0127	0.5691
b'2:136519468'	b'A25'	0	0.6857	0.0127	0.6455
b'2:145187553'	b'A25'	0	0.6857	0.0127	0.5994
b'2:149803423'	b'A25'	0	0.6857	0.0127	0.4758
b'2:158114856'	b'A25'	0	0.6857	0.0127	0.7295
b'2:175260576'	b'A25'	0	0.6857	0.0127	0.6289
b'2:179247783'	b'A25'	0	0.6857	0.0127	0.7505
b'2:179444546'	b'A25'	0	0.6857	0.0127	0.8202
b'2:1893095'	b'A25'	0	0.6857	0.0127	0.5977
b'2:189852900'	b'A25'	0	0.6857	0.0127	0.7128
b'2:196825114'	b'A25'	0	0.6857	0.0127	0.6325
b'2:20146256'	b'A25'	0	0.6857	0.0127	0.7490
b'2:203757378'	b'A25'	0	0.6857	0.0127	0.5977
b'2:210558297'	b'A25'	0	0.6857	0.0127	0.7672
b'2:225651930'	b'A25'	0	0.6857	0.0127	0.7334
b'2:228860266'	b'A25'	0	0.6857	0.0127	0.7887
b'2:234346089'	b'A25'	0	0.6857	0.0127	0.5926
b'2:238330373'	b'A25'	0	0.6857	0.0127	0.6662
b'2:241512537'	b'A25'	0	0.6857	0.0127	0.6662
b'2:25095578'	b'A25'	0	0.6857	0.0127	0.7739
b'2:27597941'	b'A25'	0	0.6857	0.0127	0.5247
b'2:31403842'	b'A25'	0	0.6857	0.0127	0.6317
b'2:46583440'	b'A25'	0	0.6857	0.0127	0.5668
b'2:47739556'	b'A25'	0	0.6857	0.0127	0.6915
b'2:48960170'	b'A25'	0	0.6857	0.0127	0.6892
b'2:61315335'	b'A25'	0	0.6857	0.0127	0.6455
b'2:73491614'	b'A25'	0	0.6857	0.0127	0.6156
b'2:74601375'	b'A25'	0	0.6857	0.0127	0.4811
b'2:88407883'	b'A25'	0	0.6857	0.0127	0.4812
b'3:111692600'	b'A25'	0	0.6857	0.0127	0.7813
b'3:111927158'	b'A25'	0	0.6857	0.0127	0.6656
b'3:112324369'	b'A25'	0	0.6857	0.0127	0.5036
b'3:128780685'	b'A25'	0	0.6857	0.0127	0.5564
b'3:12950069'	b'A25'	0	0.6857	0.0127	0.6856
b'3:12961899'	b'A25'	0	0.6857	0.0127	0.6325
b'3:137880893'	b'A25'	0	0.6857	0.0127	0.6443
b'3:143708430'	b'A25'	0	0.6857	0.0127	0.6880
b'3:154890405'	b'A25'	0	0.6857	0.0127	0.7662
b'3:160021606'	b'A25'	0	0.6857	0.0127	0.6762
b'3:172835213'	b'A25'	0	0.6857	0.0127	0.8259
b'3:17418107'	b'A25'	0	0.6857	0.0127	0.8042
b'3:185407290'	b'A25'	0	0.6857	0.0127	0.7502
b'3:193044878'	b'A25'	0	0.6857	0.0127	0.7117
b'3:193159292'	b'A25'	0	0.6857	0.0127	0.5022
b'3:197495324'	b'A25'	0	0.6857	0.0127	0.6317
b'3:30713399'	b'A25'	0	0.6857	0.0127	0.8042
b'3:37860516'	b'A25'	0	0.6857	0.0127	0.7018
b'3:44285101'	b'A25'	0	0.6857	0.0127	0.8378
b'3:44844392'	b'A25'	0	0.6857	0.0127	0.7534
b'3:45000019'	b'A25'	0	0.6857	0.0127	0.5142
b'3:47079160'	b'A25'	0	0.6857	0.0127	0.5467
b'3:48576037'	b'A25'	0	0.6857	0.0127	0.5142
b'3:50214232'	b'A25'	0	0.6857	0.0127	0.8275
b'3:51393872'	b'A25'	0	0.6857	0.0127	0.7003
b'3:62189649'	b'A25'	0	0.6857	0.0127	0.4811
b'3:63825377'	b'A25'	0	0.6857	0.0127	0.6156
b'3:7348161'	b'A25'	0	0.6857	0.0127	0.6595
b'3:9704130'	b'A25'	0	0.6857	0.0127	0.7211
b'4:104512751'	b'A25'	0	0.6857	0.0127	0.6685
b'4:146770460'	b'A25'	0	0.6857	0.0127	0.6880
b'4:151765842'	b'A25'	0	0.6857	0.0127	0.6555
b'4:153864353'	b'A25'	0	0.6857	0.0127	0.6388
b'4:155156296'	b'A25'	0	0.6857	0.0127	0.7064
b'4:16188143'	b'A25'	0	0.6857	0.0127	0.7148
b'4:174537633'	b'A25'	0	0.6857	0.0127	0.7814
b'4:176622755'	b'A25'	0	0.6857	0.0127	0.5746
b'4:17695119'	b'A25'	0	0.6857	0.0127	0.6915
b'4:183675984'	b'A25'	0	0.6857	0.0127	0.8054
b'4:183676061'	b'A25'	0	0.6857	0.0127	0.9167
b'4:38829546'	b'A25'	0	0.6857	0.0127	0.7838
b'4:40155871'	b'A25'	0	0.6857	0.0127	0.7302
b'4:40828011'	b'A25'	0	0.6857	0.0127	0.7911
b'4:69682451'	b'A25'	0	0.6857	0.0127	0.7971
b'4:74477437'	b'A25'	0	0.6857	0.0127	0.8639
b'4:79516513'	b'A25'	0	0.6857	0.0127	0.8117
b'5:1394130'	b'A25'	0	0.6857	0.0127	0.7302
b'5:1406383'	b'A25'	0	0.6857	0.0127	0.7245
b'5:168195283'	b'A25'	0	0.6857	0.0127	0.6245
b'5:169720325'	b'A25'	0	0.6857	0.0127	0.8145
b'5:38431228'	b'A25'	0	0.6857	0.0127	0.7289
b'5:45645531'	b'A25'	0	0.6857	0.0127	0.7534
b'5:74059510'	b'A25'	0	0.6857	0.0127	0.4690
b'5:7707931'	b'A25'	0	0.6857	0.0127	0.7365
b'5:90074429'	b'A25'	0	0.6857	0.0127	0.6604
b'6:102503244'	b'A25'	0	0.6857	0.0127	0.7452
b'6:111213375'	b'A25'	0	0.6857	0.0127	0.8314
b'6:121491532'	b'A25'	0	0.6857	0.0127	0.6443
b'6:131997885'	b'A25'	0	0.6857	0.0127	0.6972
b'6:136710698'	b'A25'	0	0.6857	0.0127	0.7698
b'6:136923060'	b'A25'	0	0.6857	0.0127	0.7640
b'6:147128614'	b'A25'	0	0.6857	0.0127	0.6915
b'6:150267682'	b'A25'	0	0.6857	0.0127	0.8483
b'6:152784652'	b'A25'	0	0.6857	0.0127	0.6825
b'6:24403234'	b'A25'	0	0.6857	0.0127	0.6388
b'6:33154428'	b'A25'	0	0.6857	0.0127	0.6604
b'6:35280221'	b'A25'	0	0.6857	0.0127	0.7148
b'6:37446888'	b'A25'	0	0.6857	0.0127	0.5130
b'6:38790755'	b'A25'	0	0.6857	0.0127	0.6972
b'6:43400020'	b'A25'	0	0.6857	0.0127	0.8184
b'6:44134406'	b'A25'	0	0.6857	0.0127	0.5720
b'6:47575715'	b'A25'	0	0.6857	0.0127	0.7975
b'6:49399587'	b'A25'	0	0.6857	0.0127	0.7505
b'6:50696613'	b'A25'	0	0.6857	0.0127	0.6837
b'6:55119996'	b'A25'	0	0.6857	0.0127	0.8117
b'6:55966221'	b'A25'	0	0.6857	0.0127	0.5022
b'6:56033032'	b'A25'	0	0.6857	0.0127	0.7148
b'6:6167727'	b'A25'	0	0.6857	0.0127	0.8275
b'6:74496960'	b'A25'	0	0.6857	0.0127	0.6172
b'6:75828730'	b'A25'	0	0.6857	0.0127	0.7971
b'6:86239954'	b'A25'	0	0.6857	0.0127	0.6685
b'6:90583409'	b'A25'	0	0.6857	0.0127	0.6172
b'6:90604799'	b'A25'	0	0.6857	0.0127	0.8114
b'7:106508836'	b'A25'	0	0.6857	0.0127	0.5668
b'7:12684336'	b'A25'	0	0.6857	0.0127	0.7774
b'7:128452224'	b'A25'	0	0.6857	0.0127	0.5364
b'7:140273812'	b'A25'	0	0.6857	0.0127	0.7071
b'7:141727503'	b'A25'	0	0.6857	0.0127	0.6317
b'7:146818150'	b'A25'	0	0.6857	0.0127	0.8259
b'7:155436223'	b'A25'	0	0.6857	0.0127	0.7240
b'7:20194046'	b'A25'	0	0.6857	0.0127	0.4892
b'7:20420319'	b'A25'	0	0.6857	0.0127	0.7289
b'7:23731042'	b'A25'	0	0.6857	0.0127	0.7663
b'7:31877532'	b'A25'	0	0.6857	0.0127	0.7552
b'7:92735029'	b'A25'	0	0.6857	0.0127	0.8343
b'7:96637014'	b'A25'	0	0.6857	0.0127	0.6846
b'8:102570875'	b'A25'	0	0.6857	0.0127	0.7838
b'8:119936652'	b'A25'	0	0.6857	0.0127	0.4688
b'8:141370294'	b'A25'	0	0.6857	0.0127	0.6915
b'8:144460871'	b'A25'	0	0.6857	0.0127	0.5564
b'8:24333440'	b'A25'	0	0.6857	0.0127	0.8130
b'8:41581055'	b'A25'	0	0.6857	0.0127	0.7604
b'8:54669155'	b'A25'	0	0.6857	0.0127	0.7077
b'8:62577826'	b'A25'	0	0.6857	0.0127	0.7064
b'8:69039671'	b'A25'	0	0.6857	0.0127	0.6624
b'8:92033686'	b'A25'	0	0.6857	0.0127	0.6972
b'9:115014995'	b'A25'	0	0.6857	0.0127	0.7128
b'9:116187245'	b'A25'	0	0.6857	0.0127	0.7289
b'9:126164193'	b'A25'	0	0.6857	0.0127	0.6915
b'9:127228642'	b'A25'	0	0.6857	0.0127	0.6595
b'9:128434659'	b'A25'	0	0.6857	0.0127	0.7148
b'9:131185167'	b'A25'	0	0.6857	0.0127	0.7698
b'9:135983436'	b'A25'	0	0.6857	0.0127	0.7825
b'9:138415735'	b'A25'	0	0.6857	0.0127	0.6638
b'9:14690271'	b'A25'	0	0.6857	0.0127	0.6819
b'9:14859415'	b'A25'	0	0.6857	0.0127	0.7240
b'9:19516249'	b'A25'	0	0.6857	0.0127	0.7301
b'9:20354939'	b'A25'	0	0.6857	0.0127	0.7077
b'9:33068902'	b'A25'	0	0.6857	0.0127	0.6892
b'9:33524633'	b'A25'	0	0.6857	0.0127	0.5564
b'9:37719159'	b'A25'	0	0.6857	0.0127	0.6565
b'9:79323586'	b'A25'	0	0.6857	0.0127	0.7939
b'9:84249145'	b'A25'	0	0.6857	0.0127	0.6618
b'9:92006338'	b'A25'	0	0.6857	0.0127	0.7983
b'X:19431516'	b'A25'	0	0.6857	0.0127	0.6316
b'X:20156759'	b'A25'	0	0.6857	0.0127	0.4690
b'12:25263160'	b'A25'	1	0.9790	0.0171	0.6294
b'13:52952356'	b'A25'	1	0.9790	0.0171	0.6294
b'13:73638021'	b'A25'	1	0.9790	0.0171	0.5442
b'13:76395306'	b'A25'	1	0.9790	0.0171	0.6294
b'14:42355930'	b'A25'	1	0.9790	0.0171	0.5847
b'14:66082791'	b'A25'	1	0.9790	0.0171	0.4795
b'14:69697184'	b'A25'	1	0.9790	0.0171	0.5082
b'14:91808852'	b'A25'	1	0.9790	0.0171	0.6294
b'15:33962664'	b'A25'	1	0.9790	0.0171	0.7295
b'15:58306519'	b'A25'	1	0.9790	0.0171	0.5878
b'16:31372476'	b'A25'	1	0.9790	0.0171	0.6530
b'17:12917792'	b'A25'	1	0.9790	0.0171	0.6330
b'17:56271292'	b'A25'	1	0.9790	0.0171	0.6431
b'17:6381864'	b'A25'	1	0.9790	0.0171	0.6624
b'17:72861024'	b'A25'	1	0.9790	0.0171	0.5632
b'19:12917946'	b'A25'	1	0.9790	0.0171	0.4874
b'1:152282992'	b'A25'	1	0.9790	0.0171	0.9205
b'1:154295757'	b'A25'	1	0.9790	0.0171	0.9324
b'1:160654930'	b'A25'	1	0.9790	0.0171	0.9222
b'1:161476484'	b'A25'	1	0.9790	0.0171	0.8490
b'1:180240489'	b'A25'	1	0.9790	0.0171	0.5160
b'1:201981200'	b'A25'	1	0.9790	0.0171	0.9506
b'1:205811379'	b'A25'	1	0.9790	0.0171	0.8490
b'1:205886415'	b'A25'	1	0.9790	0.0171	0.6377
b'1:207642488'	b'A25'	1	0.9790	0.0171	0.9935
b'1:214817900'	b'A25'	1	0.9790	0.0171	0.6431
b'1:238051838'	b'A25'	1	0.9790	0.0171	0.8736
b'20:37531309'	b'A25'	1	0.9790	0.0171	0.6805
b'20:44258364'	b'A25'	1	0.9790	0.0171	0.5342
b'2:179410950'	b'A25'	1	0.9790	0.0171	0.9409
b'2:231973884'	b'A25'	1	0.9790	0.0171	0.4908
b'3:195515610'	b'A25'	1	0.9790	0.0171	0.5903
b'4:74442119'	b'A25'	1	0.9790	0.0171	0.5019
b'5:125894992'	b'A25'	1	0.9790	0.0171	0.9136
b'5:141025673'	b'A25'	1	0.9790	0.0171	0.7272
b'5:151043658'	b'A25'	1	0.9790	0.0171	0.9765
b'5:153975667'	b'A25'	1	0.9790	0.0171	0.5535
b'6:110763996'	b'A25'	1	0.9790	0.0171	0.5237
b'6:18143964'	b'A25'	1	0.9790	0.0171	0.5950
b'7:138603774'	b'A25'	1	0.9790	0.0171	0.5434
b'7:141776575'	b'A25'	1	0.9790	0.0171	0.9853
b'7:3991380'	b'A25'	1	0.9790	0.0171	0.7066
b'7:83591024'	b'A25'	1	0.9790	0.0171	0.7751
b'8:48846705'	b'A25'	1	0.9790	0.0171	0.5950
b'9:135781273'	b'A25'	1	0.9790	0.0171	0.5382
b'X:114400909'	b'A25'	1	0.9790	0.0171	0.6388
b'X:134155626'	b'A25'	1	0.9790	0.0171	0.6530
b'X:135427840'	b'A25'	1	0.9790	0.0171	0.7272
b'X:144909399'	b'A25'	1	0.9790	0.0171	0.6850
b'X:152968378'	b'A25'	1	0.9790	0.0171	0.7903
b'X:47426293'	b'A25'	1	0.9790	0.0171	0.9015
b'X:69176910'	b'A25'	1	0.9790	0.0171	0.4635
b'X:73961018'	b'A25'	1	0.9790	0.0171	0.6431
b'10:24909707'	b'A25'	2	0.4365	0.0235	0.4621
b'11:5068194'	b'A25'	2	0.4365	0.0235	0.5708
b'11:56468575'	b'A25'	2	0.4365	0.0235	0.9885
b'11:64799900'	b'A25'	2	0.4365	0.0235	0.5046
b'11:72084024'	b'A25'	2	0.4365	0.0235	0.5518
b'11:93432079'	b'A25'	2	0.4365	0.0235	0.5046
b'19:56719923'	b'A25'	2	0.4365	0.0235	0.4660
b'1:144859793'	b'A25'	2	0.4365	0.0235	0.6754
b'1:149858866'	b'A25'	2	0.4365	0.0235	0.5844
b'1:149858869'	b'A25'	2	0.4365	0.0235	0.5844
b'1:228646127'	b'A25'	2	0.4365	0.0235	0.4878
b'1:229771846'	b'A25'	2	0.4365	0.0235	0.9198
b'1:240370669'	b'A25'	2	0.4365	0.0235	0.7689
b'1:28898373'	b'A25'	2	0.4365	0.0235	0.5025
b'1:94486992'	b'A25'	2	0.4365	0.0235	0.4393
b'3:195345966'	b'A25'	2	0.4365	0.0235	0.5031
b'3:195346433'	b'A25'	2	0.4365	0.0235	0.7634
b'3:51395504'	b'A25'	2	0.4365	0.0235	0.5092
b'11:57971203'	b'A25'	3	0.1727	0.0261	0.9917
b'11:62295157'	b'A25'	3	0.1727	0.0261	0.8573
b'14:107283209'	b'A25'	3	0.1727	0.0261	0.9212
b'19:34513725'	b'A25'	3	0.1727	0.0261	0.7002
b'3:195346462'	b'A25'	3	0.1727	0.0261	0.7079
b'9:33799194'	b'A25'	3	0.1727	0.0261	0.9993
b'9:66457381'	b'A25'	3	0.1727	0.0261	0.9820
